"","X","id","has_bathroom","has_refrig","total_persons","has_comp","num_phones","disabled","married","divorced","separated","widower","single","num_children","num_65","num_adults","dependency","water_inside","water_outside","no_water","gov_elec","private_elec","no_elec","coop_elec","no_toilet","sewer","septictank","latrine","toilet_other","no_cooking_energy","cooking_.elec","cooking_gas","cooking_woodcoal","trash_truck","trash_buried","trash_burning","trash_throwing","trash_river","age","Target","age_z"
"843",843,"ID_0eba513e6",1,1,4,0,5,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11,0,-1.07825585864073
"845",845,"ID_0dc89d6cc",1,1,4,0,5,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,41,0,0.309845084419742
"846",846,"ID_26544e0eb",1,1,4,0,5,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,41,0,0.309845084419742
"847",847,"ID_23bad087b",1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,34,0,-0.0140451356277021
"850",850,"ID_8acd801fa",1,1,2,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,29,0,-0.245395292804448
"851",851,"ID_b11d22918",1,1,2,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,62,0,1.28151574456207
"852",852,"ID_b8ddff4ea",1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,68,0,1.55913593317417
"853",853,"ID_81e0a02fb",1,1,6,0,3,0,0,0,0,0,1,4,0,2,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11,1,-1.07825585864073
"860",860,"ID_c45eab3dd",1,1,3,1,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,43,0,0.40238514729044
"861",861,"ID_d8bbfd085",1,1,3,1,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,-1.49468614155887
"862",862,"ID_707ebf26b",1,1,4,0,4,0,0,0,1,0,0,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,31,0,-0.152855229933749
"863",863,"ID_2447c2591",1,1,4,0,4,0,0,0,0,0,0,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9,0,-1.17079592151143
"865",865,"ID_2362b3248",1,1,4,0,4,0,0,0,0,0,1,1,0,3,0.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,33,0,-0.0603151670630512
"866",866,"ID_cf87006ad",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,1,-1.40214607868818
"867",867,"ID_48c99cd4f",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,31,1,-0.152855229933749
"869",869,"ID_f212b1c29",1,1,5,0,0,0,0,0,0,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,24,1,-0.476745449981193
"870",870,"ID_7f6db0d24",1,1,5,0,0,0,0,0,0,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22,1,-0.569285512851891
"871",871,"ID_d8f3d6905",1,1,5,0,0,0,0,0,0,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,1,-1.49468614155887
"872",872,"ID_338316f20",1,1,5,0,0,0,0,0,1,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,56,1,1.00389555594998
"873",873,"ID_86815b707",1,1,5,0,0,0,0,0,0,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,1,-1.44841611012352
"874",874,"ID_e68df666f",1,1,3,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,44,0,0.448655178725789
"876",876,"ID_79190c88c",1,1,3,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,53,0,0.865085461643931
"877",877,"ID_12ee9eec6",1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,73,1,1.79048609035091
"878",878,"ID_965eb5495",1,1,4,0,3,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,42,1,0.356115115855091
"879",879,"ID_12ec69771",1,1,4,0,3,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,63,1,1.32778577599742
"880",880,"ID_5fc23c313",1,1,4,0,3,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,12,1,-1.03198582720538
"881",881,"ID_5a549b79d",1,1,4,0,3,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,18,1,-0.754365638593288
"882",882,"ID_5f22516a8",1,1,2,0,2,0,0,0,0,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,61,0,1.23524571312672
"883",883,"ID_c9159b288",1,1,2,0,2,0,0,0,0,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,66,0,1.46659587030347
"884",884,"ID_4dc6a4d2b",1,1,4,0,2,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,32,0,-0.1065851984984
"886",886,"ID_d0b619751",1,1,4,0,2,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,28,0,-0.291665324239797
"889",889,"ID_a85afaff8",1,1,2,0,1,1,0,0,0,0,1,1,0,1,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,34,0,-0.0140451356277021
"890",890,"ID_168910521",1,1,3,0,2,0,1,0,0,0,0,0,1,3,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,63,1,1.32778577599742
"891",891,"ID_1f017e24f",1,1,3,0,2,1,0,0,0,0,1,0,1,3,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,42,1,0.356115115855091
"892",892,"ID_938e79e9b",1,1,3,0,2,0,1,0,0,0,0,0,1,3,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,67,1,1.51286590173882
"893",893,"ID_ad362fa9e",1,1,2,0,2,0,1,0,0,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,68,0,1.55913593317417
"894",894,"ID_de3609428",1,1,2,0,2,0,1,0,0,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,59,0,1.14270565025603
"895",895,"ID_2803c3298",1,1,3,0,3,0,0,1,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,48,0,0.633735304467185
"896",896,"ID_27baa550a",1,1,3,0,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,30,0,-0.199125261369098
"898",898,"ID_77076f671",1,1,3,0,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-1.54095617299422
"899",899,"ID_6c30ae492",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30,0,-0.199125261369098
"900",900,"ID_a6104e30f",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,37,0,0.124764958678345
"902",902,"ID_e7c3f6933",1,1,3,1,2,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,33,0,-0.0603151670630512
"903",903,"ID_0f40ef336",1,1,3,1,2,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7,0,-1.26333598438213
"906",906,"ID_a28848446",1,1,2,1,2,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,31,0,-0.152855229933749
"907",907,"ID_592965f81",1,1,2,1,2,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,60,0,1.18897568169137
"908",908,"ID_7d5a57e92",1,1,3,1,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25,0,-0.430475418545844
"909",909,"ID_fce8e1468",1,1,3,1,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,57,0,1.05016558738533
"911",911,"ID_6c686940d",1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,49,0,0.680005335902535
"912",912,"ID_af000d2f5",1,1,4,0,2,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,1,-1.40214607868818
"914",914,"ID_c6a4d39eb",1,1,4,0,2,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,-1.54095617299422
"916",916,"ID_2170737f1",1,1,5,0,4,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,13,1,-0.985715795770033
"917",917,"ID_9e962995f",1,1,5,0,4,0,1,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,36,1,0.0784949272429961
"918",918,"ID_affe31828",1,1,5,0,4,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,16,1,-0.846905701463986
"919",919,"ID_b10067223",1,1,5,0,4,0,1,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,38,1,0.171034990113694
"920",920,"ID_cbfd1f1c9",1,1,5,0,4,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,19,1,-0.708095607157939
"922",922,"ID_937430522",1,1,5,0,5,0,0,1,0,0,0,1,1,4,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,76,0,1.92929618465696
"923",923,"ID_7bc751e0d",1,1,5,0,5,0,0,0,0,0,1,1,1,4,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,15,0,-0.893175732899335
"924",924,"ID_3a0d8e876",1,1,5,0,5,0,0,0,0,0,1,1,1,4,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,48,0,0.633735304467185
"927",927,"ID_13c9d5a0a",1,1,3,1,3,0,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,40,0,0.263575052984393
"928",928,"ID_05866b474",1,1,3,1,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,15,0,-0.893175732899335
"930",930,"ID_b3da68e8d",1,1,2,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,62,0,1.28151574456207
"931",931,"ID_d8119847a",1,1,6,0,3,0,1,0,0,0,0,2,0,4,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,46,1,0.541195241596487
"932",932,"ID_4648bf1dc",1,1,6,0,3,0,0,0,0,0,1,2,0,4,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,14,1,-0.939445764334684
"933",933,"ID_11bb0365e",1,1,6,0,3,0,1,0,0,0,0,2,0,4,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,47,1,0.587465273031836
"934",934,"ID_995a23955",1,1,6,0,3,0,0,0,0,0,1,2,0,4,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,12,1,-1.03198582720538
"935",935,"ID_0ba3c0905",1,1,6,0,3,0,0,0,0,0,0,2,0,4,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,20,1,-0.66182557572259
"936",936,"ID_65d63e93c",1,1,6,0,3,0,0,0,0,0,0,2,0,4,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,20,1,-0.66182557572259
"937",937,"ID_aab68e446",1,1,4,1,3,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,27,1,-0.337935355675146
"938",938,"ID_41381f8d1",1,1,4,1,3,0,0,0,0,0,1,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,16,1,-0.846905701463986
"939",939,"ID_22054a2d3",1,1,4,1,3,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7,1,-1.26333598438213
"940",940,"ID_e538a3375",1,1,4,1,3,0,0,0,1,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,46,1,0.541195241596487
"942",942,"ID_4b9b8bf19",1,1,3,1,2,0,1,0,0,0,0,1,1,2,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,55,0,0.957625524514629
"943",943,"ID_b88d65eae",1,1,3,1,2,0,1,0,0,0,0,1,1,2,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,66,0,1.46659587030347
"946",946,"ID_6d0d808f3",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,34,0,-0.0140451356277021
"947",947,"ID_ee68fdbe0",1,1,1,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,31,0,-0.152855229933749
"948",948,"ID_3b15ba006",1,1,3,0,3,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,34,0,-0.0140451356277021
"949",949,"ID_01e56cf35",1,1,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,53,0,0.865085461643931
"950",950,"ID_6ab6b307c",1,1,3,0,3,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,57,0,1.05016558738533
"951",951,"ID_308f95184",1,1,3,0,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13,0,-0.985715795770033
"953",953,"ID_0fd17febb",1,1,3,0,3,0,0,1,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,53,0,0.865085461643931
"956",956,"ID_8caf9b783",1,1,5,1,5,0,0,0,0,0,1,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,17,0,-0.800635670028637
"957",957,"ID_fa83be213",1,1,5,1,5,0,0,0,0,0,1,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,21,0,-0.61555554428724
"958",958,"ID_50a19e276",1,1,5,1,5,0,1,0,0,0,0,2,0,3,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,49,0,0.680005335902535
"959",959,"ID_71d0ffaca",1,1,3,1,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,22,0,-0.569285512851891
"961",961,"ID_daa1791b3",1,1,3,1,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,19,0,-0.708095607157939
"964",964,"ID_3c0bdcfa4",1,1,3,0,4,0,0,0,0,0,0,2,0,1,0.666666666666667,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7,0,-1.26333598438213
"965",965,"ID_a7aad0667",1,1,5,0,6,0,0,0,0,0,1,1,1,4,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,27,0,-0.337935355675146
"966",966,"ID_4ac1d8c23",1,1,5,0,6,0,0,0,0,0,1,1,1,4,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,22,0,-0.569285512851891
"967",967,"ID_9d63e0c8e",1,1,5,0,6,0,0,0,1,0,0,1,1,4,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,47,0,0.587465273031836
"969",969,"ID_963dc482f",1,1,5,0,6,0,0,0,0,0,1,1,1,4,0.4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,17,0,-0.800635670028637
"970",970,"ID_5171608a1",1,1,2,0,3,0,0,0,1,0,0,1,0,1,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,37,1,0.124764958678345
"971",971,"ID_028c28215",1,1,2,0,3,1,0,0,0,0,1,1,0,1,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,16,1,-0.846905701463986
"972",972,"ID_e14c15dfb",1,1,3,0,2,0,1,0,0,0,0,0,2,3,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,70,1,1.65167599604487
"974",974,"ID_41a94fbc7",1,1,3,0,2,0,1,0,0,0,0,0,2,3,0.666666666666667,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,74,1,1.83675612178626
"975",975,"ID_b6ace75f7",1,1,4,0,4,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,24,1,-0.476745449981193
"976",976,"ID_5bf66e991",1,1,4,0,4,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,30,1,-0.199125261369098
"977",977,"ID_2d7e7d8d1",1,1,4,0,4,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,48,1,0.633735304467185
"979",979,"ID_d8c68a0e8",1,1,2,0,2,1,0,0,0,0,1,1,0,1,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,16,1,-0.846905701463986
"980",980,"ID_3c61b2ed9",1,1,2,0,2,0,0,0,0,0,1,1,0,1,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,44,1,0.448655178725789
"981",981,"ID_d805ea76f",1,1,2,0,2,1,0,0,0,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72,0,1.74421605891556
"983",983,"ID_1df80c384",1,1,2,1,3,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,20,0,-0.66182557572259
"986",986,"ID_1713decaa",1,1,3,0,2,1,0,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,52,1,0.818815430208582
"987",987,"ID_4a61a5064",1,1,3,0,2,1,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,15,1,-0.893175732899335
"988",988,"ID_5152dd62c",1,1,3,0,2,0,0,0,0,0,1,2,0,1,0.666666666666667,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11,1,-1.07825585864073
"992",992,"ID_5fa9b744e",1,1,4,0,2,0,1,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,31,0,-0.152855229933749
"993",993,"ID_5232ca14e",1,1,4,0,2,0,0,0,0,0,0,2,0,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6,0,-1.30960601581748
"995",995,"ID_ea8c0699c",1,1,5,0,2,0,0,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,47,1,0.587465273031836
"996",996,"ID_e03f5e671",1,1,5,0,2,0,0,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,29,1,-0.245395292804448
"998",998,"ID_8063d4801",1,1,5,0,2,0,0,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,1,-1.30960601581748
"1001",1001,"ID_6a97d47f5",1,1,4,1,3,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,57,0,1.05016558738533
"1002",1002,"ID_180429476",1,1,4,1,3,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,21,0,-0.61555554428724
"1004",1004,"ID_419ddfa2a",1,1,3,0,3,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,37,0,0.124764958678345
"1005",1005,"ID_5311b6bd1",1,1,3,0,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,13,0,-0.985715795770033
"1007",1007,"ID_a77e8f59a",1,1,3,0,1,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,10,0,-1.12452589007608
"1009",1009,"ID_30844dc35",1,1,3,0,1,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43,0,0.40238514729044
"1010",1010,"ID_f2a9f7ffa",1,1,2,0,4,0,1,0,0,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,62,1,1.28151574456207
"1011",1011,"ID_cdae13a18",1,1,2,0,4,1,1,0,0,0,0,0,1,2,0.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,65,1,1.42032583886812
"1012",1012,"ID_7a1ee7c57",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,32,1,-0.1065851984984
"1013",1013,"ID_ee685c600",1,1,3,0,2,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,33,1,-0.0603151670630512
"1016",1016,"ID_c963939f0",1,1,3,0,3,0,0,0,0,0,1,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,13,0,-0.985715795770033
"1017",1017,"ID_e582c2fd8",1,1,3,0,3,0,1,0,0,0,0,1,0,2,0.333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,54,0,0.91135549307928
"1019",1019,"ID_9f8e38716",1,1,2,0,2,0,0,0,0,1,0,0,1,2,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,86,0,2.39199649901045
"1020",1020,"ID_baf4adfc5",1,1,5,1,4,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,18,0,-0.754365638593288
"1021",1021,"ID_8be231642",1,1,5,1,4,0,1,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,41,0,0.309845084419742
"1022",1022,"ID_fbd46a88b",1,1,5,1,4,1,1,0,0,0,0,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,49,0,0.680005335902535
"1023",1023,"ID_c5abfc435",1,1,5,1,4,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,14,0,-0.939445764334684
"1024",1024,"ID_7cb48703e",1,1,5,1,4,0,0,0,0,0,1,3,0,2,0.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11,0,-1.07825585864073
"1025",1025,"ID_8c6eb4f36",1,1,5,1,5,0,0,0,0,0,0,1,0,4,0.2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,53,0,0.865085461643931
"1027",1027,"ID_c606c9647",1,1,5,1,5,0,0,0,0,0,1,1,0,4,0.2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,30,0,-0.199125261369098
"1029",1029,"ID_e5b0e6bfe",1,1,5,1,5,0,0,0,0,0,1,1,0,4,0.2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,29,0,-0.245395292804448
"1030",1030,"ID_f03f4ceb9",1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,86,0,2.39199649901045
